Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Ounce of Prevention Description,canonical_Fax,canonical_Website,canonical_Center Director,canonical_Head Start Fund,canonical_Number per Site EHS,canonical_Neighborhood,canonical_NAEYC Program Id,canonical_Phone,canonical_Length of Day,canonical_Progmod,canonical_NAEYC Valid Until,canonical_CC fund,canonical_Source,canonical_Id,canonical_Number per Site HS,canonical_Program Name,canonical_Address,canonical_Email Address,canonical_IDHS Provider ID,canonical_Column2,canonical_Purple binder service type,canonical_Director,canonical_Column,canonical_Program Option,canonical_Funded Enrollment,canonical_Agency,canonical_Zip,canonical_Site name,canonical_Eearly Head Start Fund,canonical_ECE Available Programs,canonical_Executive Director
218,0.976403474808,380,CPS_Early_Childhood_Portal_scrape.csv, Hull House Association Lincoln Square,4754 N. Leavitt ,,8789651,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'no',b'',b'',b'',b'',b'',b'8789651',"b'8-11 hours, varies by facility'",b'no',b'',b'yes',b'cps_early_childhood_portal_scrape.csv',b'380',b'',b'community partnerships',b'4754 n leavitt',b'',b'',b'child care',b'',b'',b'',b'lincoln square',b'hull house association',b'',b'60625',b'hull house association lincoln square',b'raina sajous',b'',"b'7129ps(hs collaboration with childcare & prek), 2709sa(schoo'"
219,0.888153,381,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities - St. Joseph,4800 S. Paulina ,,9272524,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'',b'9272524',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'381',b'',b'community partnerships',b'4800 s. paulina',b'',b'',b'child care',b'',b'',b'',b'',b'',b'',b'60609',b'catholic charities - st. joseph',b'',b'',b''
28,0.787146154203,382,CPS_Early_Childhood_Portal_scrape.csv, Archdiocese of Chicago - St. Thomas of Canterbury,4827 N. Kenmore ,,2810018,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'yes',b'www.catholiccharities.net',b'',b'',b'',b'',b'5213126',"b'8-11 hours, varies by facility'",b'no',b'petra gutierrez',b'yes',b'cps_early_childhood_portal_scrape.csv',b'32',b'',b'community partnerships',b'1449 s keeler ave',b'',b'',b'',b'',b'',b'',b'south lawndale',b'catholic charities of the archdiocese of chicago',b'',b'60623',b'catholic charities of the archdiocese of chicago - our lady of lourdes',b'petra gutierrez',b'laura rios',"b'2617sa(school age (sa)), 4382ps(hs collaboration with childc'"
222,0.991969585419,383,CPS_Early_Childhood_Portal_scrape.csv, Lutheran Social Services Winthrop,4848 N. Winthrop ,,8783210,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'no',b'www.lssi.org',b'',b'',b'',b'',b'6354600',"b'8-11 hours, varies by facility'",b'no',b'emilia espinal',b'yes',b'dfss_agencysitelies_2012.csv',b'383',b'',b'community partnerships',b'2921 w. division',b'',b'',b'',b'',b'',b'',b'west town',b'lutheran social services of illinois',b'',b'60622',b'lutheran social services of illinois trinidad lutheran',b'emilia espinal',b'john schnier',b''
224,0.925679683685,384,CPS_Early_Childhood_Portal_scrape.csv, Ravenswood Community Child Care,4908 N. Damen ,,2714495,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'486671',b'',b'',b'http://hullhouse.org',b'',b'',b'',b'',b'2714495',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'384',b'',b'community partnerships',b'4908 n. damen',b'04/30/13',b'',b'',b'cknighten@hullhouse.org',b'',b'',b'',b'',b'',b'60637',b'ravenswood community child care',b'',b'',b''
209,0.992605,385,CPS_Early_Childhood_Portal_scrape.csv, Firman Pre-School East,4910 S. DR MARTIN LUTHER KING JRDrive ,,3732083,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'',b'3733400',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'346',b'',b'community partnerships',b'37 w. 47th street',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'firman pre-school west',b'',b'',b''
226,0.816257,386,CPS_Early_Childhood_Portal_scrape.csv, Hull House Assn. Parkway,500 E. 67th Street ,,4931306,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'woodlawn',b'',b'4931306',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'386',b'',b'community partnerships',b'500 e. 67th street',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60619',b'hull house assn. parkway',b'',b'cp',b''
114,0.976746678352,387,CPS_Early_Childhood_Portal_scrape.csv, Salvation Army Columbus Park,500 S. Central ,,9214162,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'no',b'www.usc.salvationarmy.com',b'',b'',b'austin',b'',b'9214162',"b'8-11 hours, varies by facility'",b'no',b'felice lewis',b'yes',b'cps_early_childhood_portal_scrape.csv',b'1879',b'',b'community partnerships',b'500 s. central',b'',b'',b'early head start',b'',b'',b'',b'austin',b'salvation army',b'',b'60644',b'salvation army',b'felice lewis',b'claudia rowland',b'7017ps(hs collaboration with childcare & prek)'
904,,388,CPS_Early_Childhood_Portal_scrape.csv, Children?s House - Lake Meadows,501 East 32nd Street ,,2252223,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,,389,CPS_Early_Childhood_Portal_scrape.csv, Ounce of Prevention Fund Educare,5044 S. Wabash ,,9242334,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,0.953714132309,390,CPS_Early_Childhood_Portal_scrape.csv, South East Asia Center Broadway,5120 N. Broadway ,,9890960,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'yes',b'www.se-asiacenter.org',b'',b'',b'',b'',b'9897433',"b'8-11 hours, varies by facility'",b'no',b'loipin chin',b'no',b'cps_early_childhood_portal_scrape.csv',b'1164',b'',b'community partnerships',b'5120 n. broadway ave.',b'',b'',b'',b'',b'',b'',b'uptown',b'south east asia center',b'',b'60640',b'south east asia center south east asia center (broadway)',b'loipin chin',b'peter porr',"b'2779ps(child care ps center & state pre-k), 2779sa(school ag'"
906,,391,CPS_Early_Childhood_Portal_scrape.csv," All About Kids Learning Academy, Inc.",514 E. 75th St. ,,2555530,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,0.993352,392,CPS_Early_Childhood_Portal_scrape.csv, Kids Hope United - CDC,5144 N. Lakewood ,,3245612,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'',b'8425566',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'326',b'',b'community partnerships',b'3053 s. normal',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'kids hope united bridgeport cdc',b'',b'',b''
907,,393,CPS_Early_Childhood_Portal_scrape.csv, North Kenwood Day Care Center,516-18 E. 43rd St ,,2682223,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,0.992767,394,CPS_Early_Childhood_Portal_scrape.csv," Teddy Bear Nursery School, Inc. V",5160 S. Pulaski ,,2847030,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'',b'2847030',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'394',b'',b'community partnerships',b'5160 s. pulaski',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',"b'teddy bear nursery school, inc. v'",b'',b'',b''
908,,395,CPS_Early_Childhood_Portal_scrape.csv," Whiz Kids Nursery Center, Inc.",518 W. 103rd St. ,,2339445,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,,396,CPS_Early_Childhood_Portal_scrape.csv, Young Achievers,520 E. 79th ,,2639688,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,0.994317352772,397,CPS_Early_Childhood_Portal_scrape.csv, Rachel's Learning Center - Austin,5242 W. North Ave. ,,2371444,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'',b'2371444',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'397',b'',b'community partnerships',b'5242 w. north ave.',b'',b'',b'early head start',b'',b'',b'',b'',b'',b'',b'60624',"b""rachel's learning center - austin""",b'',b'',b''
230,0.984395354986,398,CPS_Early_Childhood_Portal_scrape.csv, Trinity United Church of Christ,532 W. 95th Street ,,4883511,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'yes',b'',b'',b'',b'',b'',b'4883511',"b'8-11 hours, varies by facility'",b'no',b'',b'yes',b'cps_early_childhood_portal_scrape.csv',b'1889',b'',b'community partnerships',b'532 w 95th st',b'',b'',b'',b'',b'',b'',b'washington heights',b'trinity united church of christ',b'',b'60628',b'trinity united church of christ',b'ekoi florence',b'',"b'2527it(child care it center), 4311ps(hs collaboration with c'"
231,0.972417,399,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities Grace Mission,5332 S. Western ,,4761990,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'gage park',b'',b'4761990',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'399',b'',b'community partnerships',b'5332 s. western',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60609',b'catholic charities grace mission',b'',b'cp',b''
910,,400,CPS_Early_Childhood_Portal_scrape.csv, Mosaic Early Childhood Academy,5332 W. Addison ,,7777411,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,,401,CPS_Early_Childhood_Portal_scrape.csv, Firman Preschool South,5401 S. Wentworth ,,4513400,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,,402,CPS_Early_Childhood_Portal_scrape.csv, Archdiocese of Chicago - Holy Angels School,545 E. Oakwood Blvd. ,,6240727,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,,403,CPS_Early_Childhood_Portal_scrape.csv, Bunnyland Developmental Childcare,545 W. 119th Street ,,5685200,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,0.973556,404,CPS_Early_Childhood_Portal_scrape.csv, Chicago Child Care Society,5467 S. University ,,2562450,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'hyde park',b'',b'2562450',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'404',b'',b'community partnerships',b'5467 s. university',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60615',b'chicago child care society',b'',b'cp',b''
914,,405,CPS_Early_Childhood_Portal_scrape.csv, Northeastern Illinois University,5500 N. St. Louis ,,4424540,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,,406,CPS_Early_Childhood_Portal_scrape.csv, A-Karrasel ? Galewood Center,5504 W. Fullerton ,,6371022,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,,407,CPS_Early_Childhood_Portal_scrape.csv, Allison's Infant and Toddler Center,5522 S. Racine ,,4363193,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,,408,CPS_Early_Childhood_Portal_scrape.csv, Marcy-Newberry Austin Town Hall,5610 W. Lake St. ,,2611062,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,0.977611382802,409,CPS_Early_Childhood_Portal_scrape.csv, Lake Shore Schools - Clark,5611 N. Clark Street ,,5616707,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'724391',b'',b'',b'http://www.lakeshoreschoolschicago.com',b'',b'',b'',b'',b'5616707',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'426',b'',b'community partnerships',b'5611 n. clark street',b'01/31/13',b'',b'child care',b'info@lakeshoreschoolschicago.com',b'',b'',b'',b'',b'',b'60660',b'lake shore schools',b'',b'',b''
167,0.989789,410,CPS_Early_Childhood_Portal_scrape.csv, Kiddy Kare Preschools Little Learners,5923 W. 63rd St. ,,5815541,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'',b'2547710',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'260',b'',b'community partnerships',b'1711 w. 35th street',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'kiddy kare preschools little tykes i',b'',b'',b''
918,,411,CPS_Early_Childhood_Portal_scrape.csv, Improved Child Care Albany Child Care,5954 S. Albany ,,7377810,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,0.988816085984,412,CPS_Early_Childhood_Portal_scrape.csv, Onward Neighborhood House,600 N. Leavitt ,,6666726,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'511442',b'',b'no',b'www.onwardhouse.org',b'',b'',b'',b'',b'6666726',b'half day/full day',b'no',b'verlene vanderbilt',b'yes',b'cps_early_childhood_portal_scrape.csv',b'1219',b'',b'head start',b'5423 w diversey',b'01/31/13',b'',b'child care',b'mlarson@onwardhouse.org',b'',b'',b'austin',b'onward neighborhood house',b'',b'60639',b'onward neighborhood house',b'verlene vanderbilt',b'mario garcia',b''
235,0.973556,413,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Windy City Kids,600 W. Madison ,,5756550,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'near west side',b'',b'5756550',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'413',b'',b'community partnerships',b'600 w. madison',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60648',b'easter seals windy city kids',b'',b'cp',b''
919,,414,CPS_Early_Childhood_Portal_scrape.csv, Learning Center of Heartland Human Care Services,615 W. Wellington Ave. ,,7511870,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,,415,CPS_Early_Childhood_Portal_scrape.csv, Center for New Horizons Washington Park,6225 S. Wabash ,,6672065,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,,416,CPS_Early_Childhood_Portal_scrape.csv, Boys & Girls Clubs John L. Yancey,6245 S. Wabash ,,3634733,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,0.976125,417,CPS_Early_Childhood_Portal_scrape.csv, Kiddy Kare Preschools Kidz Colony,6287 S. Archer ,,7678522,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'',b'5791791',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'262',b'',b'community partnerships',b'1723 w. 35th street',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'kiddy kare preschools little tykes ii',b'',b'',b''
367,0.978865385056,418,CPS_Early_Childhood_Portal_scrape.csv, YMCA South Side,6330 S. Stony Island ,,9470700,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'woodlawn',b'',b'9470700',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'418',b'',b'community partnerships',b'6330 s stony island',b'',b'',b'child care',b'',b'',b'',b'',b'',b'',b'60637',b'ymca south side',b'',b'cp',b''
228,0.992767,419,CPS_Early_Childhood_Portal_scrape.csv," Teddy Bear Nursery School, Inc. III",6401 S. Pulaski ,,2842292,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'',b'2847030',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'394',b'',b'community partnerships',b'5160 s. pulaski',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',"b'teddy bear nursery school, inc. v'",b'',b'',b''
236,0.973556,420,CPS_Early_Childhood_Portal_scrape.csv, New Hope Lutheran School,6416 S. Washtenaw ,,7769849,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'chicago lawn',b'',b'7769849',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'420',b'',b'community partnerships',b'6416 s. washtenaw',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60629',b'new hope lutheran school',b'',b'cp',b''
922,,421,CPS_Early_Childhood_Portal_scrape.csv, Metropolitan Family Services Midway,6422 S. Kedzie ,,7374790,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,0.99109,422,CPS_Early_Childhood_Portal_scrape.csv, Granny's Daycare Center,645 W. 127th St. ,,8485827,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'avalon park',b'',b'8485827',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'422',b'',b'community partnerships',b'645 w. 127th st.',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60617',"b""granny's daycare center""",b'',b'cp',b''
923,,423,CPS_Early_Childhood_Portal_scrape.csv, Mt. Ararat Day Care,6514-16 W. Higgins Ave. ,,5939763,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.383959748243,424,CPS_Early_Childhood_Portal_scrape.csv, Archdiocese of Chicago - Academy of St. Benedict the African (Stewart),6547 S. Stewart Ave. ,,9946100,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'yes',b'www.catholiccharities.net',b'',b'',b'',b'',b'5213126',"b'8-11 hours, varies by facility'",b'no',b'petra gutierrez',b'yes',b'cps_early_childhood_portal_scrape.csv',b'32',b'',b'community partnerships',b'1449 s keeler ave',b'',b'',b'',b'',b'',b'',b'south lawndale',b'catholic charities of the archdiocese of chicago',b'',b'60623',b'catholic charities of the archdiocese of chicago - our lady of lourdes',b'petra gutierrez',b'laura rios',"b'2617sa(school age (sa)), 4382ps(hs collaboration with childc'"
924,,425,CPS_Early_Childhood_Portal_scrape.csv, Little Angels Family Daycare,6701 S. Emerald ,,3703688,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,0.997145374616,426,CPS_Early_Childhood_Portal_scrape.csv, Lake Shore Schools - Greenview,6759 N. Greenview ,,7431118,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'724391',b'',b'',b'http://www.lakeshoreschoolschicago.com',b'',b'',b'',b'',b'5616707',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'426',b'',b'community partnerships',b'5611 n. clark street',b'01/31/13',b'',b'child care',b'info@lakeshoreschoolschicago.com',b'',b'',b'',b'',b'',b'60660',b'lake shore schools',b'',b'',b''
230,0.943113952875,427,CPS_Early_Childhood_Portal_scrape.csv, Trinity United Church of Christ Denton Brooks,6921 S. Stony Island ,,9552818,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'yes',b'',b'',b'',b'',b'',b'4883511',"b'8-11 hours, varies by facility'",b'no',b'',b'yes',b'cps_early_childhood_portal_scrape.csv',b'1889',b'',b'community partnerships',b'532 w 95th st',b'',b'',b'',b'',b'',b'',b'washington heights',b'trinity united church of christ',b'',b'60628',b'trinity united church of christ',b'ekoi florence',b'',"b'2527it(child care it center), 4311ps(hs collaboration with c'"
925,,428,CPS_Early_Childhood_Portal_scrape.csv," Fresh Start Daycare, Inc.",6924 W. North Avenue ,,4792870,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,0.980295360088,429,CPS_Early_Childhood_Portal_scrape.csv, Eyes on the Future,6969 N. Ravenswood ,,9730771,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'486830',b'',b'',b'http://www.eyesonthefuture.net',b'',b'',b'rogers park',b'',b'9730771',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'2499',b'',b'community partnerships',b'6969 n. ravenswood avenue suite a',b'01/31/13',b'',b'child care',b'eotfuture@gmail.com',b'',b'',b'',b'',b'',b'60626',b'eyes on the future',b'',b'cp',b''
129,0.916545728842,430,CPS_Early_Childhood_Portal_scrape.csv, Abraham Lincoln Centre Roseland,7 E. 119th St. ,,2647633,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'no',b'',b'',b'',b'',b'',b'2647632',"b'8-11 hours, varies by facility'",b'no',b'',b'yes',b'cps_early_childhood_portal_scrape.csv',b'1386',b'',b'community partnerships',b'7 e 119th st',b'',b'',b'',b'',b'',b'',b'west pullman',b'abraham lincoln centre',b'',b'60628',b'abraham lincoln centre - lincoln - roseland',b'barbara woods',b'',b'3175ps(hs collaboration with childcare & prek)'
238,0.977706432343,431,CPS_Early_Childhood_Portal_scrape.csv, YMCA Garfield,7 N. Homan Avenue ,,2653900,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'east garfield park',b'',b'2653900',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'431',b'',b'community partnerships',b'7 n. homan avenue',b'',b'',b'early head start',b'',b'',b'',b'',b'',b'',b'60624',b'ymca garfield',b'',b'cp',b''
158,0.997912,432,CPS_Early_Childhood_Portal_scrape.csv, Children?s Developmental Institute SS,7037 S. Stony Island ,,3633200,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'',b'9950600',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'224',b'',b'community partnerships',b'10928 s. halsted st.',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'children?s developmental institute mp',b'',b'',b''
